,time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
529,30,30,50,20,0.40851351216640586,0.5914864878335941
530,30,30,50,30,0.4325444499766548,0.5674555500233451
531,30,30,50,40,0.4321623825895436,0.5678376174104565
532,30,30,50,50,0.4154492757982744,0.5845507242017256
533,30,30,50,60,0.39847195274761454,0.6015280472523854
534,30,30,60,10,0.3864861336665046,0.6135138663334954
535,30,30,60,20,0.40269788203357043,0.5973021179664295
536,30,30,60,30,0.42590186065434654,0.5740981393456535
537,30,30,60,40,0.4263024614148031,0.5736975385851969
538,30,30,60,50,0.4108591460694221,0.5891408539305779
539,30,30,60,60,0.394768651075884,0.605231348924116
540,30,40,10,10,0.3333964368759034,0.6666035631240965
541,30,40,10,20,0.3505243676251792,0.6494756323748208
542,30,40,10,30,0.3780746265662249,0.6219253734337751
543,30,40,10,40,0.3858813965113403,0.6141186034886597
544,30,40,10,50,0.3759835405436303,0.6240164594563697
545,30,40,10,60,0.36384622194854677,0.6361537780514532
546,30,40,20,10,0.33287200549074664,0.6671279945092534
547,30,40,20,20,0.3496836114390828,0.6503163885609172
548,30,40,20,30,0.37679578972450306,0.6232042102754969
549,30,40,20,40,0.3846356393780697,0.6153643606219303
550,30,40,20,50,0.37498000977296003,0.6250199902270399
551,30,40,20,60,0.3630228341272162,0.6369771658727839
552,30,40,30,10,0.3331425885587587,0.6668574114412413
553,30,40,30,20,0.34952412122606424,0.6504758787739358
554,30,40,30,30,0.375878052064244,0.624121947935756
555,30,40,30,40,0.38363128703535027,0.6163687129646498
556,30,40,30,50,0.3742245860799766,0.6257754139200233
557,30,40,30,60,0.36250529047129826,0.6374947095287018
558,30,40,40,10,0.3332631386560064,0.6667368613439937
559,30,40,40,20,0.34911312348273543,0.6508868765172646
560,30,40,40,30,0.37458903442248337,0.6254109655775166
561,30,40,40,40,0.3822526587320221,0.6177473412679779
562,30,40,40,50,0.3731939814752679,0.6268060185247322
563,30,40,40,60,0.36177191921990315,0.6382280807800969
564,30,40,50,10,0.33228979010648013,0.6677102098935199
565,30,40,50,20,0.34750937891900585,0.6524906210809942
566,30,40,50,30,0.37208656571810816,0.6279134342818918
567,30,40,50,40,0.3796597933175213,0.6203402066824787
568,30,40,50,50,0.37107292148994536,0.6289270785100547
569,30,40,50,60,0.36003492791071806,0.639965072089282
570,30,40,60,10,0.33160489666385445,0.6683951033361455
571,30,40,60,20,0.34610206629550855,0.6538979337044915
