,Community,Mode,Time Range,Cost,MI
461,South End,drive,60,12.28125,681.6002878582168
462,South End,bicycle,10,0.2602739726027397,37032.052366892836
463,South End,bicycle,20,0.2602739726027397,37032.052366892836
464,South End,bicycle,30,0.2602739726027397,37032.052366892836
465,South End,bicycle,40,0.2602739726027397,37032.052366892836
466,South End,bicycle,50,0.5102739726027397,33835.688367796625
467,South End,bicycle,60,1.0102739726027397,28246.81498410555
468,South End,walk,10,0.0,9055.0
469,South End,walk,20,0.0,9055.0
470,South End,walk,30,0.0,9055.0
471,South End,walk,40,0.0,9055.0
472,South End,walk,50,0.0,9055.0
473,South End,walk,60,0.0,9055.0
474,South End,transit,10,2.4,10894.013406116543
475,South End,transit,20,2.4,10894.013406116543
476,South End,transit,30,2.4,10894.013406116543
477,South End,transit,40,2.4,10894.013406116543
478,South End,transit,50,2.4,10894.013406116543
479,South End,transit,60,2.4,10894.013406116543
480,West Roxbury,drive,10,2.046875,13429.740037947777
481,West Roxbury,drive,20,4.09375,4254.125801652457
482,West Roxbury,drive,30,6.140625,1347.575327977136
483,West Roxbury,drive,40,8.1875,426.8701371894792
484,West Roxbury,drive,50,10.234375000000002,135.21924173077184
485,West Roxbury,drive,60,12.28125,42.83326881245133
486,West Roxbury,bicycle,10,0.2602739726027397,19962.826858009917
487,West Roxbury,bicycle,20,0.2602739726027397,19962.826858009917
488,West Roxbury,bicycle,30,0.2602739726027397,19962.826858009917
489,West Roxbury,bicycle,40,0.2602739726027397,19962.826858009917
490,West Roxbury,bicycle,50,0.5102739726027397,17347.785834492493
491,West Roxbury,bicycle,60,1.0102739726027397,13100.506163627064
492,West Roxbury,walk,10,0.0,940.0
493,West Roxbury,walk,20,0.0,940.0
494,West Roxbury,walk,30,0.0,940.0
495,West Roxbury,walk,40,0.0,940.0
496,West Roxbury,walk,50,0.0,940.0
497,West Roxbury,walk,60,0.0,940.0
498,West Roxbury,transit,10,2.4,195.0972965193428
499,West Roxbury,transit,20,2.4,195.0972965193428
500,West Roxbury,transit,30,2.4,195.0972965193428
501,West Roxbury,transit,40,2.4,195.0972965193428
502,West Roxbury,transit,50,2.4,195.0972965193428
503,West Roxbury,transit,60,2.4,195.0972965193428
