time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
30,10,30,50,0.150740164,0.849259836
30,10,30,60,0.141270456,0.858729544
30,10,40,10,0.164935238,0.835064762
30,10,40,20,0.172113089,0.827886911
30,10,40,30,0.16427191,0.83572809
30,10,40,40,0.147945157,0.852054843
30,10,40,50,0.143233535,0.856766465
30,10,40,60,0.137758776,0.862241224
30,10,50,10,0.151355252,0.848644748
30,10,50,20,0.156312345,0.843687655
30,10,50,30,0.150740164,0.849259836
30,10,50,40,0.143233535,0.856766465
30,10,50,50,0.140732129,0.859267871
30,10,50,60,0.136476189,0.863523811
30,10,60,10,0.141602947,0.858397053
30,10,60,20,0.145777387,0.854222613
30,10,60,30,0.141270456,0.858729544
30,10,60,40,0.137758776,0.862241224
30,10,60,50,0.136476189,0.863523811
30,10,60,60,0.133230554,0.866769446
30,20,10,10,0.254391408,0.745608592
30,20,10,20,0.255232951,0.744767049
30,20,10,30,0.225079449,0.774920551
30,20,10,40,0.172113089,0.827886911
30,20,10,50,0.156312345,0.843687655
30,20,10,60,0.145777387,0.854222613
30,20,20,10,0.255232951,0.744767049
30,20,20,20,0.255974988,0.744025012
30,20,20,30,0.229143081,0.770856919
30,20,20,40,0.178536604,0.821463396
30,20,20,50,0.161884556,0.838115444
30,20,20,60,0.150498313,0.849501687
30,20,30,10,0.225079449,0.774920551
30,20,30,20,0.229143081,0.770856919
30,20,30,30,0.210851466,0.789148534
30,20,30,40,0.170482368,0.829517632
30,20,30,50,0.156235732,0.843764268
30,20,30,60,0.146104196,0.853895804
30,20,40,10,0.172113089,0.827886911
30,20,40,20,0.178536604,0.821463396
30,20,40,30,0.170482368,0.829517632
30,20,40,40,0.151742804,0.848257196
30,20,40,50,0.145606258,0.854393742
30,20,40,60,0.139657458,0.860342542
30,20,50,10,0.156312345,0.843687655
30,20,50,20,0.161884556,0.838115444
30,20,50,30,0.156235732,0.843764268
30,20,50,40,0.145606258,0.854393742
30,20,50,50,0.142096422,0.857903578
30,20,50,60,0.137612875,0.862387125
30,20,60,10,0.145777387,0.854222613
30,20,60,20,0.150498313,0.849501687
30,20,60,30,0.146104196,0.853895804
30,20,60,40,0.139657458,0.860342542
30,20,60,50,0.137612875,0.862387125
30,20,60,60,0.134166805,0.865833195
30,30,10,10,0.220198511,0.779801489
30,30,10,20,0.225079449,0.774920551
30,30,10,30,0.205686241,0.794313759
30,30,10,40,0.16427191,0.83572809
30,30,10,50,0.150740164,0.849259836
30,30,10,60,0.141270456,0.858729544
30,30,20,10,0.225079449,0.774920551
30,30,20,20,0.229143081,0.770856919
30,30,20,30,0.210851466,0.789148534
30,30,20,40,0.170482368,0.829517632
30,30,20,50,0.156235732,0.843764268
30,30,20,60,0.146104196,0.853895804
30,30,30,10,0.205686241,0.794313759
30,30,30,20,0.210851466,0.789148534
30,30,30,30,0.197934574,0.802065426
30,30,30,40,0.164606695,0.835393305
30,30,30,50,0.152117017,0.847882983
30,30,30,60,0.142859382,0.857140618
30,30,40,10,0.16427191,0.83572809
30,30,40,20,0.170482368,0.829517632
30,30,40,30,0.164606695,0.835393305
30,30,40,40,0.147983554,0.852016446
30,30,40,50,0.142085696,0.857914304
30,30,40,60,0.136622392,0.863377608
30,30,50,10,0.150740164,0.849259836
30,30,50,20,0.156235732,0.843764268
30,30,50,30,0.152117017,0.847882983
30,30,50,40,0.142085696,0.857914304
30,30,50,50,0.138700395,0.861299605
30,30,50,60,0.134647644,0.865352356
30,30,60,10,0.141270456,0.858729544
30,30,60,20,0.146104196,0.853895804
30,30,60,30,0.142859382,0.857140618
30,30,60,40,0.136622392,0.863377608
30,30,60,50,0.134647644,0.865352356
30,30,60,60,0.131373814,0.868626186
30,40,10,10,0.164935238,0.835064762
30,40,10,20,0.172113089,0.827886911
30,40,10,30,0.16427191,0.83572809
30,40,10,40,0.147945157,0.852054843
30,40,10,50,0.143233535,0.856766465
30,40,10,60,0.137758776,0.862241224
30,40,20,10,0.172113089,0.827886911
30,40,20,20,0.178536604,0.821463396
30,40,20,30,0.170482368,0.829517632
30,40,20,40,0.151742804,0.848257196
30,40,20,50,0.145606258,0.854393742
30,40,20,60,0.139657458,0.860342542
30,40,30,10,0.16427191,0.83572809
30,40,30,20,0.170482368,0.829517632
30,40,30,30,0.164606695,0.835393305
30,40,30,40,0.147983554,0.852016446
30,40,30,50,0.142085696,0.857914304
30,40,30,60,0.136622392,0.863377608
30,40,40,10,0.147945157,0.852054843
30,40,40,20,0.151742804,0.848257196
30,40,40,30,0.147983554,0.852016446
30,40,40,40,0.142643918,0.857356082
30,40,40,50,0.140446838,0.859553162
30,40,40,60,0.13672822,0.86327178
30,40,50,10,0.143233535,0.856766465
30,40,50,20,0.145606258,0.854393742
30,40,50,30,0.142085696,0.857914304
30,40,50,40,0.140446838,0.859553162
30,40,50,50,0.139235487,0.860764513
30,40,50,60,0.136156375,0.863843625
30,40,60,10,0.137758776,0.862241224
30,40,60,20,0.139657458,0.860342542
30,40,60,30,0.136622392,0.863377608
30,40,60,40,0.13672822,0.86327178
30,40,60,50,0.136156375,0.863843625
30,40,60,60,0.133672644,0.866327356
30,50,10,10,0.161439578,0.838560422
30,50,10,20,0.164963472,0.835036528
30,50,10,30,0.159607216,0.840392784
30,50,10,40,0.155780383,0.844219617
30,50,10,50,0.154004571,0.845995429
30,50,10,60,0.149917977,0.850082023
30,50,20,10,0.164963472,0.835036528
30,50,20,20,0.16922253,0.83077747
30,50,20,30,0.163921699,0.836078301
30,50,20,40,0.157136958,0.842863042
30,50,20,50,0.154550347,0.845449653
30,50,20,60,0.150299667,0.849700333
30,50,30,10,0.159607216,0.840392784
30,50,30,20,0.163921699,0.836078301
30,50,30,30,0.159942995,0.840057005
30,50,30,40,0.153689151,0.846310849
30,50,30,50,0.151482644,0.848517356
30,50,30,60,0.147627887,0.852372113
30,50,40,10,0.155780383,0.844219617
30,50,40,20,0.157136958,0.842863042
30,50,40,30,0.153689151,0.846310849
30,50,40,40,0.154400107,0.845599893
30,50,40,50,0.153546479,0.846453521
30,50,40,60,0.150464274,0.849535726
30,50,50,10,0.154004571,0.845995429
30,50,50,20,0.154550347,0.845449653
30,50,50,30,0.151482644,0.848517356
30,50,50,40,0.153546479,0.846453521
30,50,50,50,0.153118138,0.846881862
30,50,50,60,0.150500634,0.849499366
30,50,60,10,0.149917977,0.850082023
30,50,60,20,0.150299667,0.849700333
30,50,60,30,0.147627887,0.852372113
30,50,60,40,0.150464274,0.849535726
30,50,60,50,0.150500634,0.849499366
30,50,60,60,0.148458382,0.851541618
30,60,10,10,0.175043927,0.824956073
30,60,10,20,0.176557728,0.823442272
30,60,10,30,0.17312937,0.82687063
30,60,10,40,0.176550021,0.823449979
30,60,10,50,0.17617959,0.82382041
30,60,10,60,0.173230581,0.826769419
30,60,20,10,0.176557728,0.823442272
30,60,20,20,0.178554161,0.821445839
