time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
30,40,50,30,0.154591524,0.845408476
30,40,50,40,0.161744842,0.838255158
30,40,50,50,0.162452581,0.837547419
30,40,50,60,0.161386035,0.838613965
30,40,60,10,0.138632636,0.861367364
30,40,60,20,0.14593129,0.85406871
30,40,60,30,0.157438435,0.842561565
30,40,60,40,0.163180028,0.836819972
30,40,60,50,0.163382362,0.836617638
30,40,60,60,0.161492752,0.838507248
30,50,10,10,0.107717956,0.892282044
30,50,10,20,0.117350004,0.882649996
30,50,10,30,0.131581712,0.868418288
30,50,10,40,0.142343771,0.857656229
30,50,10,50,0.147660961,0.852339039
30,50,10,60,0.148061626,0.851938374
30,50,20,10,0.110655497,0.889344503
30,50,20,20,0.12010747,0.87989253
30,50,20,30,0.133920515,0.866079485
30,50,20,40,0.144352807,0.855647193
30,50,20,50,0.149195352,0.850804648
30,50,20,60,0.149390101,0.850609899
30,50,30,10,0.114705891,0.885294109
30,50,30,20,0.123952759,0.876047241
30,50,30,30,0.137431822,0.862568178
30,50,30,40,0.147450059,0.852549941
30,50,30,50,0.151207474,0.848792526
30,50,30,60,0.151186562,0.848813438
30,50,40,10,0.116541529,0.883458471
30,50,40,20,0.125430553,0.874569447
30,50,40,30,0.138774502,0.861225498
30,50,40,40,0.148378661,0.851621339
30,50,40,50,0.150928524,0.849071476
30,50,40,60,0.150844397,0.849155603
30,50,50,10,0.122194341,0.877805659
30,50,50,20,0.130696926,0.869303074
30,50,50,30,0.14370348,0.85629652
30,50,50,40,0.151901858,0.848098142
30,50,50,50,0.153710099,0.846289901
30,50,50,60,0.153343738,0.846656262
30,50,60,10,0.125682765,0.874317235
30,50,60,20,0.133553998,0.866446002
30,50,60,30,0.145957347,0.854042653
30,50,60,40,0.153326291,0.846673709
30,50,60,50,0.154379883,0.845620117
30,50,60,60,0.153401212,0.846598788
30,60,10,10,0.130625253,0.869374747
30,60,10,20,0.139992391,0.860007609
30,60,10,30,0.153674514,0.846325486
30,60,10,40,0.164897072,0.835102928
30,60,10,50,0.169525841,0.830474159
30,60,10,60,0.169381193,0.830618807
30,60,20,10,0.132183023,0.867816977
30,60,20,20,0.141504919,0.858495081
30,60,20,30,0.155016914,0.844983086
30,60,20,40,0.165849874,0.834150126
30,60,20,50,0.170356024,0.829643976
30,60,20,60,0.170144724,0.829855276
30,60,30,10,0.133111622,0.866888378
30,60,30,20,0.142191016,0.857808984
30,60,30,30,0.15510471,0.84489529
30,60,30,40,0.165828258,0.834171742
30,60,30,50,0.170285724,0.829714276
30,60,30,60,0.170013659,0.829986341
30,60,40,10,0.130624942,0.869375058
30,60,40,20,0.139413412,0.860586588
30,60,40,30,0.152524117,0.847475883
30,60,40,40,0.162580669,0.837419331
30,60,40,50,0.166865715,0.833134285
30,60,40,60,0.166501235,0.833498765
30,60,50,10,0.132812089,0.867187911
30,60,50,20,0.141295731,0.858704269
30,60,50,30,0.153358075,0.846641925
30,60,50,40,0.162683973,0.837316027
30,60,50,50,0.166225088,0.833774912
30,60,50,60,0.165697299,0.834302701
30,60,60,10,0.133804676,0.866195324
30,60,60,20,0.141627313,0.858372687
30,60,60,30,0.153316553,0.846683447
30,60,60,40,0.161159098,0.838840902
30,60,60,50,0.163245405,0.836754595
30,60,60,60,0.162744375,0.837255625
40,10,10,10,0.405900572,0.594099428
40,10,10,20,0.42686763,0.57313237
40,10,10,30,0.426783009,0.573216991
40,10,10,40,0.389207984,0.610792016
40,10,10,50,0.362663559,0.637336441
40,10,10,60,0.336966611,0.663033389
40,10,20,10,0.390982063,0.609017937
40,10,20,20,0.411701325,0.588298675
40,10,20,30,0.41475968,0.58524032
40,10,20,40,0.381848421,0.618151579
40,10,20,50,0.35643455,0.64356545
40,10,20,60,0.332721198,0.667278802
40,10,30,10,0.370080622,0.629919378
40,10,30,20,0.39035566,0.60964434
40,10,30,30,0.397497422,0.602502578
40,10,30,40,0.369957097,0.630042903
40,10,30,50,0.346812249,0.653187751
40,10,30,60,0.325118948,0.674881052
40,10,40,10,0.338793441,0.661206559
40,10,40,20,0.357297042,0.642702958
40,10,40,30,0.368835463,0.631164537
40,10,40,40,0.346399425,0.653600575
40,10,40,50,0.327171513,0.672828487
40,10,40,60,0.3084376,0.6915624
40,10,50,10,0.329586851,0.670413149
40,10,50,20,0.343976852,0.656023148
40,10,50,30,0.357038171,0.642961829
40,10,50,40,0.334153737,0.665846263
40,10,50,50,0.312741434,0.687258566
40,10,50,60,0.295172836,0.704827164
40,10,60,10,0.308567357,0.691432643
40,10,60,20,0.320964593,0.679035407
40,10,60,30,0.334495658,0.665504342
40,10,60,40,0.319232612,0.680767388
40,10,60,50,0.299993549,0.700006451
40,10,60,60,0.283146001,0.716853999
40,20,10,10,0.271751832,0.728248168
40,20,10,20,0.286947553,0.713052447
40,20,10,30,0.304454724,0.695545276
40,20,10,40,0.294821705,0.705178295
